,Player_ID,Name,Screen_name,ID,Bio,Url,Posts,Followers,Friends
388,464,Troy Daniels,troydaniels,57698629,SG for Phoenix @Suns Proud @VCUAthletics alum For media/business inquiries: @laurenrenschler,https://t.co/HpFC6FuK2x,7702,25604,975
389,465,Ty Lawson,TyLawson3,47218790,DMV ✈️ NC. sac-town PG. UNCL brand ambassador.,,9743,456953,547
390,466,Tyler Ennis,TylerEnnis,77115378,,,8327,67798,790
391,467,Tyler Hansbrough,THANS50,30512893,From the Bluff. Tarheel,https://t.co/NufXxcPnE8,179,76871,39
392,468,Tyler Johnson,RealTJohnson,2645857315,"Official Twitter of Tyler Johnson, #8 Miami Heat.  Young Kid trying to Live the Dream!!",http://t.co/THuD1nAlPR,269,23042,84
393,469,Tyler Zeller,ZellerTyler,549582941,God is first then family and basketball and then everything else. #priorities,,121,49406,26
394,470,Tyreke Evans,TyrekeEvans,419116136,,,1744,190762,200
395,471,Tyrus Thomas,TyrusThomas4MVP,538520677,Official twitter page of the 2012 MVP race representing Charlotte Bobcat forward Tyrus Thomas.,,32,31,212
396,472,Tyson Chandler,tysonchandler,17980124,"Center for the Los Angeles Lakers  , Proud member of Team USA Basketball. https://t.co/bqTnqiMygw https://t.co/bGqtemR5Wp",https://t.co/1cVrr86Jkb,2356,819949,117
397,473,Udonis Haslem,ThisIsUD,388014562,Family FIRST,https://t.co/IXPr7MdccC,498,408968,556
398,474,Vander Blue,xvblue12,291497363,"I just like hooping, chilling, acting, and traveling. Let’s hop on a plane and go.",https://t.co/ExIcEpMcHu,13022,7283,1062
399,475,Victor Claver,Victor_Claver,51625402,🃏Ser valiente no es solo cuestión de suerte,https://t.co/hfl3y3pABo,3369,110298,409
400,476,Victor Oladipo,VicOladipo,87874905,"Stay Hungry, Stay Focused, Stay Humble.
Inquiries ✉️ vicoladipo@7x.media",https://t.co/VAKJxLHNX8,3627,283855,587
401,477,Vince Carter,mrvincecarter15,162869667,"VINCE CARTER......Think Before You Act!!!!

https://t.co/oirxE5wQae
https://t.co/SBzaKpG1Mq",,12700,965474,1690
402,478,Wayne Ellington,WayneElli22,372439064,Tar Heel for life/National Champion/ #makeitwayne/#PowerOfWE /R.I.P Pops /IG: Wayne_Elli /Guard for Detroit Pistons,,1942,50648,283
403,479,Wesley Johnson,Wes_D_Johnson,401019575,Basketball- Joshua 1:9,https://t.co/GyKdZmGHkX,7849,719,127
404,480,Wesley Matthews,WessyWes23,232049361,Trying to make my family proud and keep my head above water,,6495,267643,221
405,481,Will Barton,WillTheThrillB5,529603839,#PTF,https://t.co/YEZp56JWi5,10277,43005,332
406,482,Will Bynum,12Thrill,350594293,I don't just love the game...I live it! Founder of ReachITeach!Foundation @reachpayforward,,378,2965,143
407,483,Will Cherry,willcherry5,296502129,All it takes is 1....they scream out my failures and whisper my accomplishments. Instagram: will__cherry,,7959,3378,367
408,484,Willie Green,mikefasano01,307610518,You're only as good as your last bet,,2331,261,330
409,485,Wilson Chandler,wilsonchandler,180188862,,,197,153943,1103
410,486,Xavier Henry,XavierHenry,1833657181,#Jayhawks,https://t.co/AlgGnGB3i3,2524,62595,339
411,487,Zach LaVine,ZachLaVine,405205681,#BullsNation 🏀,https://t.co/yTIt1zNkpz,3260,289853,170
412,488,Zach Randolph,MacBo50,205413225,The Official Twitter page for Zach Randolph of the Sacramento Kings. 2010 & 2013 NBA All-Star Player.,https://t.co/aSMDvPaGFU,514,191506,421
413,489,Zaza Pachulia,zaza27,29360150,Instagram @zazapachulia,https://t.co/16ZjOFU7sP,2826,144426,233
414,490,Zoran Dragic,zoran_dragic,473765883,Professional Basketball player for . IG:zoki_dragic,https://t.co/8mc55mnvE5,1152,57605,353
